action_type,alignment,alpha,background_blur,background_gradient_direction,border_color_alpha,border_color_hex,border_width,bottomMask,color_alpha,color_hex,content_mode,corner_radius_units,corner_radius_value,description,disable_tap_zones,flip_interval,font_color_alpha,font_color_hex,font_size,font_type,guid,height,height_points,hex,hidden,hide_page_status,icon_background_blur,icon_background_gradient_direction,item_size_height_units,item_size_height_value,item_size_width_units,item_size_width_value,key,log_view,margin_bottom,margin_left,margin_right,margin_top,name,number_of_items,orientation,padding_bottom,padding_left,padding_right,padding_top,rotation,size_height_units,size_height_value,size_width_units,size_width_value,template_identifier,template_name,text,tint_color_alpha,tint_color_hex,title,topMask,trigger,type,userInfo,story_id
,trailing,1.0,False,vertical,,,,False,,,fill,,,очки,False,,1.0,#ffffff,19,bold,692f23f3-9322-4058-881c-7ddbe1e614ae,,,,false,False,False,vertical,,,,,,True,-8,12,20,8,,,horizontal,,,,8,,pixels,44,pixels,24,,,0,,,,False,,label,,1117
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,96a6b4e4-70f0-4fab-930b-8eb2ebcd2308,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Что такое кредитная история,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Относитесь серьезно,,,,False,,web_view,,1049
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,7368ad45-6b2e-4523-ac95-a0a79b564308,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Врываемся в лето  ,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Оформить карту,,,,False,,web_view,,1036
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,bfa68954-c084-4697-89dd-f3b91e0796c2,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Подарки для фанатов «Звездных войн»,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Купить,,,,False,,web_view,,907
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,11507a59-2f85-4e46-8064-a86922fa55f7,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Чемоданы для путешествий,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Купить,,,,False,,web_view,,988
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,6,False,10.0,1.0,#000000,15,normal,48a1810a-5a10-4cf9-8cf7-bfec88e54d48,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Когда нужен кредит наличными,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,Оформить кредит,,,,False,,deeplink,,1323
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,58e90f18-c387-4772-936f-f597cb579fbe,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,0,Главные цифры ЧМ,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,Такое количество тренировочных комплексов смогут использовать дети и подростки по всей стране для занятий футболом. Около 16 тысяч юных футболистов будут тренироваться в самых комфортных условиях. ,,,,False,,label,,1042
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,030da0d6-972b-43a1-9e28-a170c78cd699,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Магазин не возвращает деньги,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Вернуть свои деньги,,,,False,,web_view,,1027
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,73830209-fd82-46b7-8862-885492387066,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Квартира — крепость ,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Давайте разбираться,,,,False,,web_view,,978
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,fde9fa9a-6d7c-43ae-83ba-f49f9d36f4a7,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,0,Музей авангарда,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,"Прекрасное место, чтобы пополнить домашнюю библиотеку популярным гуманитарным нон-фикшеном и узнать что-то новое о забытых памятниках московского конструктивизма. А еще здесь большой выбор холщовых сумок, значков, открыток и сувениров. ",,,,False,,label,,1369
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,235c020a-5a86-465a-b5ec-e083d0ee10ca,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,0,Стиль Пола Томаса Андерсона,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,"Начиная с фильма «Нефть», Джонни Гринвуд (гитарист Radiohead) стал бессменным композитором ПТА. В том числе благодаря его авангардным и эклектичным саундтрекам в фильмах Андерсона размывается ощущение конкретной эпохи. Для Radiohead режиссер снял грандиозный клип Daydreaming, используя любимый стедикам.",,,,False,,label,,1189
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,eb8e0e0e-7158-40bc-bb2d-3a333e3916f0,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Магазины здорового питания,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,В магазин,,,,False,,web_view,,1076
,leading,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,e7e11228-a10d-4ee2-8de0-4ad0f640f946,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Париж: арт-маршрут,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Подробнее,,,,False,,web_view,,1091
,leading,0.2,False,diagonal,,,0.0,False,,,fill,pixels,0,копия,False,15.0,1.0,#ffffff,20,normal,0c2fae2b-976e-4216-a7f3-d9a97e41a1e4,40.0,percent,#ffffff,false,False,False,vertical,,,,,,False,0,0,0,0,Что делать с вкладом?,,horizontal,0,0,0,0,,pixels,0,pixels,0,,text,"Готово. Теперь вклад закроется в назначенный день, и банк перечислит деньги с него на вашу карту. ",,,,False,,label,,1055
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,dcdd7ba1-5671-48d9-800d-fed92b8ea5eb,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Студии йоги,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Подробнее,,,,False,,web_view,,1059
,center,1.0,False,diagonal,1.0,#ffffff,1.0,False,,,fill,pixels,16,тощщый,False,10.0,1.0,#000000,15,bold,f9c94308-cf20-474c-af95-fa64606c2e37,,,#ffffff,false,False,False,vertical,,,,,,True,0,0,0,0,Как продать свою долю,,horizontal,0,0,0,0,,pixels,44,pixels,225,,,Подробный разбор,,,,False,,web_view,,1258
,trailing,1.0,False,vertical,,,,False,,,fill,,,очки,False,,1.0,#ffffff,19,bold,e376baef-9068-4d8b-bbd4-cbd088ccae42,,,,false,False,False,vertical,,,,,,True,-8,12,20,8,,,horizontal,,,,8,,pixels,44,pixels,24,,,0,,,,False,,label,,1108
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,2e888e37-f36d-4ec5-84c2-478ff6e64364,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Как собрать ребенка в школу,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Купить,,,,False,,web_view,,1501
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,ad964d63-6be2-467b-8f24-02105ba53bec,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,0,Интересная статистика ЧМ,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,"Чемпионат мира в России уже стал рекордсменом по количеству автоголов. На сегодняшний день их уже 10, а предыдущий рекорд принадлежал ЧМ-1998, тогда футболисты 6 раз забивали в собственные ворота.",,,,False,,label,,1214
,leading,0.6,False,vertical,,,0.0,False,,,,pixels,0,2,False,15.0,1.0,#ffffff,17,normal,3055e6bc-54b7-493d-afa1-4c0242edd630,,,#000000,false,False,False,vertical,,,,,,True,32,0,0,16,Вернули вам 590 ₽,,horizontal,0,16,16,0,,pixels,0,pixels,0,,text,"
Чтобы избежать штрафов в дальнейшем, вносите минимальный платеж вовремя. ",,,,False,,label,,860
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,d6e89db6-7ef6-4edf-8c02-310556b31249,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Инди-новинки недели,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Слушать на «Яндекс.Музыке»,,,,False,,web_view,,1190
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,256410ef-263b-4488-a1f6-691297f53bcb,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Какие бывают мили,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Ссылка для друга,,,,False,,deeplink,,1204
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,6,False,20.0,1.0,#000000,15,normal,28c5f20c-fd2c-411e-a0af-190a5145227b,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Как дела у ФСК,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Подробный разбор,,,,False,,web_view,,937
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,ee9bbc31-f81b-4ccf-aea8-0055ff45fe43,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Бензин в подарок,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Подробнее,,,,False,,web_view,,998
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,копия,False,15.0,1.0,#000000,15,normal,fac54088-b9dd-4b4d-90c3-11a121dc741e,40.0,percent,#ffdd2c,false,False,False,vertical,,,,,,False,0,0,0,0,Профессия: свадебный организатор,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,Читать о профессии,,,,False,,web_view,,1009
,center,1.0,False,diagonal,1.0,#ffffff,1.0,False,,,fill,pixels,16,тощщый,False,10.0,1.0,#000000,15,bold,a704a5b5-e4e4-4eca-a82c-5db394f2b6f3,,,#ffffff,false,False,False,vertical,,,,,,True,0,0,0,0,Вычет за новостройку,,horizontal,0,0,0,0,,pixels,44,pixels,225,,,Подробный разбор,,,,False,,web_view,,1060
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,4ea5a4af-d8fb-445d-953f-e1f92766d4dc,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,0,Команды-открытия ЧМ,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,"У хорватов очень сильная линия полузащиты, в которой два футболиста из «Реала» и один из «Барселоны». Добавим сюда опытную защиту и Марио Манджукича — и получим команду, способную создать проблемы даже бразильцам. ",,,,False,,label,,1092
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,кнопка,False,20.0,1.0,#000000,15,normal,eee190d4-15f7-4d71-b772-c996b4681ee3,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Трансляции ЧМ-2018 в ресторанах,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Забронировать,,,,False,,deeplink,,1028
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,e30ac9f5-268e-4977-b985-d214c70c401c,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Бергман: с чего начать,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Смотреть,,,,False,,web_view,,1324
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,подробности,False,20.0,1.0,#000000,15,normal,536ee283-fcde-4c7d-b48c-43b7ef8dd914,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Сад «Эрмитаж» летом,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Подробнее,,,,False,,web_view,,1109
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,копия,False,0.0,1.0,#000000,15,normal,cda6e475-d282-4bb6-9df6-8c773b7f98cb,40.0,percent,#ffdd2c,false,False,False,vertical,,,,,,False,0,0,0,0,Бизнес: сахарная вата,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,Читать историю Ивана,,,,False,,web_view,,1215
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,775868b0-37d7-4630-bfac-388d54e39e72,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Мультик про The Beatles,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Регистрация,,,,False,,web_view,,1259
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,6841db69-857e-4245-817c-cdb8b58fd537,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Как помочь другим,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Помочь,,,,False,,web_view,,803
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,3277d37e-a04c-4bac-aab9-b7c5c451bf29,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Как обманывают за границей,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Инструкция параноика,,,,False,,web_view,,1125
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,2c664672-a208-4c68-b7dd-7e3fd63ac69c,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Врываемся в лето,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Оформить карту,,,,False,,web_view,,1035
,center,1.0,False,diagonal,1.0,#ffffff,1.0,False,,,fill,pixels,16,тощщый,False,10.0,1.0,#000000,15,bold,68412719-d6fc-421a-a705-c483b7b9d0c3,,,#ffffff,false,False,False,vertical,,,,,,True,0,0,0,0,Возврат товара,,horizontal,0,0,0,0,,pixels,44,pixels,225,,,Подробный разбор,,,,False,,web_view,,1126
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,копия,False,0.0,1.0,#000000,15,normal,27ec0c9a-7577-48f8-901e-3450614addf3,40.0,percent,#ffdd2c,false,False,False,vertical,,,,,,False,0,0,0,0,Бизнес: курсы подготовки к ЕГЭ,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,Читать историю Максима,,,,False,,web_view,,955
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,кнопка,False,20.0,1.0,#000000,15,normal,2ac443e9-313c-4c52-8d9f-351837a44658,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Рестораны с видом,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Забронировать,,,,False,,common_request,,979
,center,1.0,False,diagonal,1.0,#ffffff,1.0,False,,,fill,pixels,16,тощщый,False,10.0,1.0,#000000,15,bold,277ed32a-f9dc-4811-a4fb-091ef7f6505a,,,#ffffff,false,False,False,vertical,,,,,,True,0,0,0,0,Долг за капремонт,,horizontal,0,0,0,0,,pixels,44,pixels,225,,,Подробный разбор,,,,False,,web_view,,990
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,37cd3b67-b247-47d9-9e21-cd7fd159fc03,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Лучшие коктейли в Москве,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Подробнее,,,,False,,web_view,,862
,center,1.0,False,diagonal,1.0,#ffffff,1.0,False,,,fill,pixels,16,тощщый,False,10.0,1.0,#000000,15,bold,9353933a-081d-4186-8429-27bcc604a7b5,,,#ffffff,false,False,False,vertical,,,,,,True,0,0,0,0,Пропала кредитная история,,horizontal,0,0,0,0,,pixels,44,pixels,225,,,Подробный разбор,,,,False,,web_view,,1216
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,1adb0edc-c874-4e6c-af7c-a181cc8dbdc5,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,0,Мультик про The Beatles,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,"Мультфильм стал настоящим прорывом. Сценарист знаменитых «Симпсонов» и вовсе считает, что именно в этот момент было положено начало всей современной анимации. Без него не было бы ни самих «Симпсонов», ни «Футурамы», ни «Южного парка» ни даже «Истории игрушек». Все эти мультсериалы часто отсылают к фильму про «Битлз». ",,,,False,,label,,1260
